Gender,Height (cm),Weight (Kg),Age (Year),"Index : 0 - Extremely Weak, 1 - Weak, 2 - Normal, 3 - Overweight, 4 - Obesity, 5 - Extreme Obesity",Calories Burned (kcal),Carbohydrate (g),Fiber (g),Protein (g),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg)
Female,150,50,17,2,1599,130,26,40,2333,65,200,15,75,1300,15,360,1250
Female,150,50,18,2,1593,130,26,40,2333,65,200,15,75,1300,15,360,1250
Female,150,50,19,2,1588,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,20,2,1582,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,21,2,1577,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,22,2,1571,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,23,2,1565,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,24,2,1560,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,25,2,1554,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,26,2,1548,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,27,2,1543,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,28,2,1537,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,29,2,1531,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,30,2,1526,130,25,40,2333,75,200,15,90,1000,18,310,700
Female,150,50,31,2,1520,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,32,2,1514,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,33,2,1509,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,34,2,1503,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,35,2,1498,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,36,2,1492,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,37,2,1486,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,38,2,1481,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,39,2,1475,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,40,2,1469,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,41,2,1464,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,42,2,1458,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,43,2,1452,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,44,2,1447,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,45,2,1441,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,46,2,1436,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,47,2,1430,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,48,2,1424,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,49,2,1419,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,50,2,1413,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,150,50,51,2,1407,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,52,2,1402,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,53,2,1396,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,54,2,1390,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,55,2,1385,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,56,2,1379,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,57,2,1373,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,58,2,1368,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,59,2,1362,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,60,2,1357,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,61,2,1351,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,62,2,1345,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,63,2,1340,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,64,2,1334,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,65,2,1328,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,66,2,1323,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,67,2,1317,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,68,2,1311,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,69,2,1306,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,150,50,70,2,1300,130,21,40,2333,75,600,15,90,1200,8,320,700
Male,167,58,12,2,1936,130,26,46,2000,45,200,11,60,1300,8,240,1250
Male,167,58,13,2,1928,130,26,46,2000,45,200,11,60,1300,8,240,1250
Male,167,58,14,2,1920,130,38,46,3000,75,200,15,75,1300,11,410,1250
Male,167,58,15,2,1912,130,38,46,3000,75,200,15,75,1300,11,410,1250
Male,167,58,16,2,1904,130,38,46,3000,75,200,15,75,1300,11,410,1250
Male,167,58,17,2,1896,130,38,46,3000,75,200,15,75,1300,11,410,1250
Male,167,58,18,2,1887,130,38,46,3000,75,200,15,75,1300,11,410,1250
Male,167,58,19,2,1879,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,20,2,1871,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,21,2,1863,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,22,2,1855,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,23,2,1847,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,24,2,1839,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,25,2,1831,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,26,2,1823,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,27,2,1814,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,28,2,1806,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,29,2,1798,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,30,2,1790,130,38,46,3000,90,200,15,120,1000,8,400,700
Male,167,58,31,2,1782,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,32,2,1774,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,33,2,1766,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,34,2,1758,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,35,2,1750,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,36,2,1741,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,37,2,1733,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,38,2,1725,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,39,2,1717,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,40,2,1709,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,41,2,1701,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,42,2,1693,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,43,2,1685,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,44,2,1677,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,45,2,1668,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,46,2,1660,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,47,2,1652,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,48,2,1644,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,49,2,1636,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,50,2,1628,130,38,46,3000,90,200,15,120,1000,8,420,700
Male,167,58,51,2,1620,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,52,2,1612,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,53,2,1604,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,54,2,1595,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,55,2,1587,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,56,2,1579,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,57,2,1571,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,58,2,1563,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,59,2,1555,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,60,2,1547,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,61,2,1539,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,62,2,1531,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,63,2,1522,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,64,2,1514,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,65,2,1506,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,66,2,1498,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,67,2,1490,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,68,2,1482,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,69,2,1474,130,30,46,3000,90,400,15,120,1200,8,420,700
Male,167,58,70,2,1466,130,30,46,3000,90,600,15,120,1200,8,420,700
Female,167,58,12,2,1757,130,31,46,2000,45,200,11,60,1300,8,240,1250
Female,167,58,13,2,1751,130,31,46,2000,45,200,11,60,1300,8,240,1250
Female,167,58,14,2,1746,130,26,46,2333,65,200,15,75,1300,15,360,1250
Female,167,58,15,2,1740,130,26,46,2333,65,200,15,75,1300,15,360,1250
Female,167,58,16,2,1735,130,26,46,2333,65,200,15,75,1300,15,360,1250
Female,167,58,17,2,1729,130,26,46,2333,65,200,15,75,1300,15,360,1250
Female,167,58,18,2,1723,130,26,46,2333,65,200,15,75,1300,15,360,1250
Female,167,58,19,2,1718,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,20,2,1712,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,21,2,1706,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,22,2,1701,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,23,2,1695,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,24,2,1689,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,25,2,1684,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,26,2,1678,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,27,2,1673,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,28,2,1667,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,29,2,1661,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,30,2,1656,130,25,46,2333,75,200,15,90,1000,18,310,700
Female,167,58,31,2,1650,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,32,2,1644,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,33,2,1639,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,34,2,1633,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,35,2,1627,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,36,2,1622,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,37,2,1616,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,38,2,1610,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,39,2,1605,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,40,2,1599,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,41,2,1594,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,42,2,1588,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,43,2,1582,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,44,2,1577,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,45,2,1571,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,46,2,1565,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,47,2,1560,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,48,2,1554,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,49,2,1548,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,50,2,1543,130,25,46,2333,75,200,15,90,1000,18,320,700
Female,167,58,51,2,1537,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,52,2,1532,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,53,2,1526,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,54,2,1520,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,55,2,1515,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,56,2,1509,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,57,2,1503,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,58,2,1498,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,59,2,1492,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,60,2,1486,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,61,2,1481,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,62,2,1475,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,63,2,1469,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,64,2,1464,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,65,2,1458,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,66,2,1453,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,67,2,1447,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,68,2,1441,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,69,2,1436,130,21,46,2333,75,400,15,90,1200,8,320,700
Female,167,58,70,2,1430,130,21,46,2333,75,600,15,90,1200,8,320,700
Male,180,70,12,2,2211,130,26,56,2000,45,200,11,60,1300,8,240,1250
Male,180,70,13,2,2203,130,26,56,2000,45,200,11,60,1300,8,240,1250
Male,180,70,14,2,2195,130,38,56,3000,75,200,15,75,1300,11,410,1250
Male,180,70,15,2,2187,130,38,56,3000,75,200,15,75,1300,11,410,1250
Male,180,70,16,2,2179,130,38,56,3000,75,200,15,75,1300,11,410,1250
Male,180,70,17,2,2170,130,38,56,3000,75,200,15,75,1300,11,410,1250
Male,180,70,18,2,2162,130,38,56,3000,75,200,15,75,1300,11,410,1250
Male,180,70,19,2,2154,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,20,2,2146,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,21,2,2138,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,22,2,2130,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,23,2,2122,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,24,2,2114,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,25,2,2106,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,26,2,2097,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,27,2,2089,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,28,2,2081,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,29,2,2073,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,30,2,2065,130,38,56,3000,90,200,15,120,1000,8,400,700
Male,180,70,31,2,2057,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,32,2,2049,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,33,2,2041,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,34,2,2033,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,35,2,2024,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,36,2,2016,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,37,2,2008,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,38,2,2000,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,39,2,1992,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,40,2,1984,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,41,2,1976,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,42,2,1968,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,43,2,1960,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,44,2,1951,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,45,2,1943,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,46,2,1935,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,47,2,1927,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,48,2,1919,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,49,2,1911,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,50,2,1903,130,38,56,3000,90,200,15,120,1000,8,420,700
Male,180,70,51,2,1895,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,52,2,1887,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,53,2,1878,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,54,2,1870,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,55,2,1862,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,56,2,1854,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,57,2,1846,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,58,2,1838,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,59,2,1830,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,60,2,1822,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,61,2,1814,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,62,2,1805,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,63,2,1797,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,64,2,1789,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,65,2,1781,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,66,2,1773,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,67,2,1765,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,68,2,1757,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,69,2,1749,130,30,56,3000,90,400,15,120,1200,8,420,700
Male,180,70,70,2,1741,130,30,56,3000,90,600,15,120,1200,8,420,700
Female,180,70,12,2,1924,130,31,56,2000,45,200,11,60,1300,8,240,1250
Female,180,70,13,2,1918,130,31,56,2000,45,200,11,60,1300,8,240,1250
Female,180,70,14,2,1913,130,26,56,2333,65,200,15,75,1300,15,360,1250
Female,180,70,15,2,1907,130,26,56,2333,65,200,15,75,1300,15,360,1250
Female,180,70,16,2,1902,130,26,56,2333,65,200,15,75,1300,15,360,1250
Female,180,70,17,2,1896,130,26,56,2333,65,200,15,75,1300,15,360,1250
Female,180,70,18,2,1890,130,26,56,2333,65,200,15,75,1300,15,360,1250
Female,180,70,19,2,1885,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,20,2,1879,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,21,2,1873,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,22,2,1868,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,23,2,1862,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,24,2,1856,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,25,2,1851,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,26,2,1845,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,27,2,1840,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,28,2,1834,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,29,2,1828,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,30,2,1823,130,25,56,2333,75,200,15,90,1000,18,310,700
Female,180,70,31,2,1817,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,32,2,1811,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,33,2,1806,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,34,2,1800,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,35,2,1794,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,36,2,1789,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,37,2,1783,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,38,2,1777,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,39,2,1772,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,40,2,1766,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,41,2,1761,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,42,2,1755,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,43,2,1749,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,44,2,1744,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,45,2,1738,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,46,2,1732,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,47,2,1727,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,48,2,1721,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,49,2,1715,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,50,2,1710,130,25,56,2333,75,200,15,90,1000,18,320,700
Female,180,70,51,2,1704,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,52,2,1699,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,53,2,1693,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,54,2,1687,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,55,2,1682,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,56,2,1676,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,57,2,1670,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,58,2,1665,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,59,2,1659,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,60,2,1653,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,61,2,1648,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,62,2,1642,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,63,2,1636,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,64,2,1631,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,65,2,1625,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,66,2,1620,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,67,2,1614,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,68,2,1608,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,69,2,1603,130,21,56,2333,75,400,15,90,1200,8,320,700
Female,180,70,70,2,1597,130,21,56,2333,75,600,15,90,1200,8,320,700
Male,183,76,12,2,2327,130,26,61,2000,45,200,11,60,1300,8,240,1250
Male,183,76,13,2,2319,130,26,61,2000,45,200,11,60,1300,8,240,1250
Male,183,76,14,2,2311,130,38,61,3000,75,200,15,75,1300,11,410,1250
Male,183,76,15,2,2303,130,38,61,3000,75,200,15,75,1300,11,410,1250
Male,183,76,16,2,2295,130,38,61,3000,75,200,15,75,1300,11,410,1250
Male,183,76,17,2,2287,130,38,61,3000,75,200,15,75,1300,11,410,1250
Male,183,76,18,2,2279,130,38,61,3000,75,200,15,75,1300,11,410,1250
Male,183,76,19,2,2271,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,20,2,2263,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,21,2,2254,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,22,2,2246,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,23,2,2238,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,24,2,2230,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,25,2,2222,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,26,2,2214,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,27,2,2206,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,28,2,2198,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,29,2,2190,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,30,2,2181,130,38,61,3000,90,200,15,120,1000,8,400,700
Male,183,76,31,2,2173,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,32,2,2165,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,33,2,2157,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,34,2,2149,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,35,2,2141,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,36,2,2133,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,37,2,2125,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,38,2,2117,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,39,2,2108,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,40,2,2100,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,41,2,2092,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,42,2,2084,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,43,2,2076,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,44,2,2068,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,45,2,2060,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,46,2,2052,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,47,2,2044,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,48,2,2035,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,49,2,2027,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,50,2,2019,130,38,61,3000,90,200,15,120,1000,8,420,700
Male,183,76,51,2,2011,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,52,2,2003,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,53,2,1995,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,54,2,1987,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,55,2,1979,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,56,2,1971,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,57,2,1962,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,58,2,1954,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,59,2,1946,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,60,2,1938,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,61,2,1930,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,62,2,1922,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,63,2,1914,130,30,61,3000,90,400,15,120,1200,8,420,700
Male,183,76,64,2,1906,130,30,61,3000,90,400,15,120,1200,8,420,700
